t,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
106,38.39714285714286,37.847142857142856,37.550714285714285,38.54357142857143,38.82714285714285,38.37357142857143,38.720000000000006,38.43642857142857,38.115,37.94142857142857,38.22571428571429,37.68071428571428,37.76357142857143
107,38.41142857142857,37.88571428571429,37.54642857142858,38.53214285714286,38.832142857142856,38.37428571428571,38.69428571428572,38.44285714285714,38.1,37.89071428571428,38.23571428571429,37.700714285714284,37.75642857142857
108,38.43714285714285,37.915000000000006,37.544285714285714,38.542142857142856,38.83428571428572,38.39071428571428,38.68,38.44214285714286,38.08714285714286,37.877142857142864,38.239939875,37.70214285714286,37.751428571428576
109,38.450714285714284,37.90500000000001,37.59928571428571,38.558571428571426,38.83571428571428,38.39214285714286,38.665,38.45428571428571,38.06214285714286,37.87928571428572,38.24708273214286,37.71999999999999,37.743571428571435
110,38.42285714285715,37.86428571428572,37.627142857142864,38.53785714285715,38.83714285714286,38.37357142857143,38.63071428571429,38.46857142857142,38.04928571428571,37.88071428571429,38.27708273214285,37.73142857142857,37.71714285714285
111,38.38428571428572,37.795,37.635714285714286,38.52357142857142,38.84571428571429,38.34428571428571,38.62571428571429,38.471428571428575,38.057857142857145,37.87357142857143,38.31422558928572,37.723571428571425,37.69642857142857
112,38.37642857142857,37.778571428571425,37.69642857142857,38.52785714285714,38.847857142857144,38.31857142857143,38.63142857142857,38.452857142857134,38.077857142857155,37.892857142857146,38.32422558928571,37.72428571428571,37.704285714285724
113,38.374285714285705,37.835,37.73714285714285,38.54,38.85214285714286,38.32214285714286,38.60642857142857,38.43142857142857,38.096428571428575,37.92785714285714,38.312082732142855,37.72857142857142,37.746428571428574
114,38.38,37.83857142857142,37.75785714285714,38.55,38.876428571428576,38.332142857142856,38.552857142857135,38.425000000000004,38.10642857142857,37.93928571428571,38.310654160714286,37.723571428571425,37.74714285714286
115,38.38214285714285,37.824285714285715,37.78285714285714,38.542142857142856,38.882857142857134,38.35285714285715,38.558571428571426,38.448571428571434,38.09142857142858,37.93642857142857,38.30779701785713,37.71214285714286,37.71857142857143
116,38.375,37.82714285714286,37.795,38.53214285714286,38.86071428571428,38.372142857142855,38.59928571428571,38.475,38.08785714285715,37.934999999999995,38.30208273214286,37.715714285714284,37.67785714285714
117,38.33428571428571,37.82642857142857,37.809999999999995,38.53285714285715,38.85571428571428,38.38285714285714,38.59428571428572,38.496428571428574,38.06285714285714,37.98428571428571,38.30779701785713,37.707857142857144,37.67785714285714
118,38.318571428571424,37.85857142857143,37.81785714285714,38.54571428571428,38.87142857142857,38.368571428571435,38.582857142857144,38.489285714285714,38.050000000000004,38.03857142857144,38.322797017857134,37.699285714285715,37.69214285714286
119,38.337857142857146,37.86928571428571,37.800000000000004,38.56214285714286,38.88857142857143,38.38142857142857,38.6,38.46214285714286,38.05642857142857,38.04142857142857,38.325654160714286,37.70642857142857,37.70642857142857
120,38.34642857142858,37.862857142857145,37.75642857142857,38.557142857142864,38.90642857142857,38.39214285714286,38.592857142857156,38.450714285714284,38.058571428571426,38.01571428571429,38.31565416071428,37.705714285714286,37.69714285714286
121,38.36214285714285,37.84571428571429,37.720000000000006,38.534285714285716,38.894285714285715,38.376428571428576,38.56785714285714,38.43785714285714,38.05214285714286,38.002857142857145,38.321368446428565,37.72785714285714,37.70357142857143
122,38.38857142857143,37.862142857142864,37.69142857142857,38.532142857142865,38.901428571428575,38.368571428571435,38.574285714285715,38.45428571428572,38.055714285714295,37.97928571428571,38.334939874999996,37.755714285714284,37.71142857142858
123,38.387857142857136,37.88,37.684999999999995,38.54071428571429,38.915000000000006,38.365,38.620000000000005,38.482142857142854,38.040000000000006,37.95571428571428,38.34565416071428,37.76285714285715,37.71857142857142
124,38.36785714285714,37.87428571428571,37.67142857142857,38.56071428571429,38.903571428571425,38.355714285714285,38.635,38.494285714285716,38.027142857142856,37.96857142857142,38.343511303571425,37.75,37.729285714285716
